order_number,order_id,ship_date,ship_mode,address_id
1635,CA-2014-149055,2014-11-28,Standard Class,ADD-00081
1634,US-2014-157385,2014-11-25,First Class,ADD-00515
1633,US-2014-157385,2014-11-25,First Class,ADD-00515
1632,CA-2014-110352,2014-11-29,Standard Class,ADD-00423
1631,CA-2014-120544,2014-11-27,Standard Class,ADD-00410
1630,US-2014-112200,2014-11-28,Standard Class,ADD-00340
1629,CA-2014-135090,2014-11-26,Standard Class,ADD-00518
1628,CA-2014-129091,2014-11-27,Standard Class,ADD-00145
1627,CA-2014-129091,2014-11-27,Standard Class,ADD-00145
1626,CA-2014-129091,2014-11-27,Standard Class,ADD-00145
1625,CA-2014-125682,2014-11-25,First Class,ADD-00139
1624,CA-2014-105340,2014-11-25,First Class,ADD-00430
1623,CA-2014-129091,2014-11-27,Standard Class,ADD-00145
1622,CA-2014-102274,2014-11-26,Standard Class,ADD-00213
1621,CA-2014-102274,2014-11-26,Standard Class,ADD-00213
1620,CA-2014-102274,2014-11-26,Standard Class,ADD-00213
1619,CA-2014-102274,2014-11-26,Standard Class,ADD-00213
1618,CA-2014-154781,2014-11-26,Standard Class,ADD-00579
1617,CA-2014-103401,2014-11-26,Standard Class,ADD-00579
1616,CA-2014-154781,2014-11-26,Standard Class,ADD-00579
1615,US-2014-168501,2014-11-27,Standard Class,ADD-00412
1614,US-2014-168501,2014-11-27,Standard Class,ADD-00412
1613,CA-2014-140396,2014-11-25,Standard Class,ADD-00055
1612,CA-2014-140396,2014-11-25,Standard Class,ADD-00055
1611,CA-2014-140396,2014-11-25,Standard Class,ADD-00055
1610,CA-2014-140396,2014-11-25,Standard Class,ADD-00055
1609,CA-2014-158274,2014-11-24,Second Class,ADD-00381
1608,CA-2014-158274,2014-11-24,Second Class,ADD-00381
1607,CA-2014-158274,2014-11-24,Second Class,ADD-00381
1606,CA-2014-150518,2014-11-24,Standard Class,ADD-00311
1605,CA-2014-150518,2014-11-24,Standard Class,ADD-00311
1604,US-2014-149034,2014-11-21,First Class,ADD-00080
1603,US-2014-123183,2014-11-25,Standard Class,ADD-00086
1602,US-2014-123183,2014-11-25,Standard Class,ADD-00086
1601,US-2014-123183,2014-11-25,Standard Class,ADD-00086
1600,CA-2014-100972,2014-11-24,Second Class,ADD-00486
1599,CA-2014-128062,2014-11-22,Second Class,ADD-00081
1598,US-2014-123183,2014-11-25,Standard Class,ADD-00086
1597,CA-2014-144624,2014-11-23,Standard Class,ADD-00073
1596,US-2014-159926,2014-11-22,Standard Class,ADD-00082
1595,CA-2014-104829,2014-11-21,Second Class,ADD-00489
1594,CA-2014-161032,2014-11-23,Standard Class,ADD-00290
1593,CA-2014-164210,2014-11-20,Second Class,ADD-00461
1592,CA-2014-164210,2014-11-20,Second Class,ADD-00461
1591,CA-2014-133809,2014-11-23,Second Class,ADD-00238
1590,US-2014-159926,2014-11-22,Standard Class,ADD-00082
1589,CA-2014-163468,2014-11-21,First Class,ADD-00325
1588,CA-2014-133809,2014-11-23,Second Class,ADD-00238
1587,US-2014-159926,2014-11-22,Standard Class,ADD-00082
1586,CA-2014-124702,2014-11-25,Standard Class,ADD-00622
1585,CA-2014-163468,2014-11-21,First Class,ADD-00325
1584,US-2014-159926,2014-11-22,Standard Class,ADD-00082
1583,CA-2014-141173,2014-11-20,Second Class,ADD-00310
1582,CA-2014-163468,2014-11-21,First Class,ADD-00325
1581,CA-2014-115336,2014-11-25,Standard Class,ADD-00348
1580,CA-2014-124702,2014-11-25,Standard Class,ADD-00622
1579,CA-2014-163468,2014-11-21,First Class,ADD-00325
1578,CA-2014-163468,2014-11-21,First Class,ADD-00325
1577,US-2014-159926,2014-11-22,Standard Class,ADD-00082
1576,CA-2014-130869,2014-11-21,Standard Class,ADD-00409
1575,CA-2014-119375,2014-11-22,Standard Class,ADD-00085
1574,CA-2014-101833,2014-11-22,Second Class,ADD-00055
1573,CA-2014-140662,2014-11-19,First Class,ADD-00578
1572,CA-2014-140662,2014-11-19,First Class,ADD-00578
1571,CA-2014-159835,2014-11-24,Standard Class,ADD-00083
1570,CA-2014-145926,2014-11-21,Standard Class,ADD-00314
1569,CA-2014-159835,2014-11-24,Standard Class,ADD-00083
1568,CA-2014-119375,2014-11-22,Standard Class,ADD-00085
1567,CA-2014-119375,2014-11-22,Standard Class,ADD-00085
1566,CA-2014-128209,2014-11-22,Standard Class,ADD-00070
1565,CA-2014-128209,2014-11-22,Standard Class,ADD-00070
1564,CA-2014-140662,2014-11-19,First Class,ADD-00578
1563,US-2014-139500,2014-11-20,Standard Class,ADD-00358
1562,US-2014-147704,2014-11-21,Standard Class,ADD-00256
1561,CA-2014-119144,2014-11-18,First Class,ADD-00516
1560,US-2014-147704,2014-11-21,Standard Class,ADD-00256
1559,CA-2014-119144,2014-11-18,First Class,ADD-00516
1558,CA-2014-119144,2014-11-18,First Class,ADD-00516
1557,CA-2014-149643,2014-11-20,Standard Class,ADD-00370
1556,US-2014-147704,2014-11-21,Standard Class,ADD-00256
1555,CA-2014-160066,2014-11-22,Standard Class,ADD-00559
1554,US-2014-147704,2014-11-21,Standard Class,ADD-00256
1553,CA-2014-116407,2014-11-21,Standard Class,ADD-00200
1552,CA-2014-116407,2014-11-21,Standard Class,ADD-00200
1551,CA-2014-128888,2014-11-22,Standard Class,ADD-00426
1550,CA-2014-127558,2014-11-18,First Class,ADD-00516
1549,CA-2014-116407,2014-11-21,Standard Class,ADD-00200
1548,CA-2014-127558,2014-11-18,First Class,ADD-00516
1547,CA-2014-127558,2014-11-18,First Class,ADD-00516
1546,CA-2014-128622,2014-11-17,Second Class,ADD-00579
1545,CA-2014-151554,2014-11-15,First Class,ADD-00430
1544,CA-2014-162362,2014-11-18,Standard Class,ADD-00275
1543,CA-2014-162362,2014-11-18,Standard Class,ADD-00275
1542,CA-2014-161634,2014-11-20,Standard Class,ADD-00103
1541,CA-2014-166989,2014-11-18,Standard Class,ADD-00054
1540,CA-2014-125556,2014-11-16,Second Class,ADD-00034
1539,CA-2014-125556,2014-11-16,Second Class,ADD-00034
1538,CA-2014-166989,2014-11-18,Standard Class,ADD-00054
1537,US-2014-159618,2014-11-16,Standard Class,ADD-00423
1536,US-2014-159618,2014-11-16,Standard Class,ADD-00423
1535,CA-2014-151295,2014-11-16,Standard Class,ADD-00519
1534,US-2014-159618,2014-11-16,Standard Class,ADD-00423
1533,CA-2014-151295,2014-11-16,Standard Class,ADD-00519
1532,US-2014-159618,2014-11-16,Standard Class,ADD-00423
1531,CA-2014-122609,2014-11-18,Standard Class,ADD-00399
1530,CA-2014-122609,2014-11-18,Standard Class,ADD-00399
1529,CA-2014-164910,2014-11-17,Second Class,ADD-00128
1528,US-2014-159618,2014-11-16,Standard Class,ADD-00423
1527,CA-2014-151078,2014-11-12,Same Day,ADD-00442
1526,CA-2014-140732,2014-11-13,Second Class,ADD-00515
1525,CA-2014-128524,2014-11-13,First Class,ADD-00623
1524,CA-2014-165309,2014-11-15,Standard Class,ADD-00426
1523,CA-2014-105270,2014-11-18,Standard Class,ADD-00516
1522,CA-2014-165309,2014-11-15,Standard Class,ADD-00426
1521,CA-2014-165309,2014-11-15,Standard Class,ADD-00426
1520,CA-2014-165309,2014-11-15,Standard Class,ADD-00426
1519,CA-2014-140732,2014-11-13,Second Class,ADD-00515
1518,CA-2014-105893,2014-11-18,Standard Class,ADD-00295
1517,CA-2014-140732,2014-11-13,Second Class,ADD-00515
1516,CA-2014-155796,2014-11-15,Second Class,ADD-00084
1515,CA-2014-155796,2014-11-15,Second Class,ADD-00084
1514,US-2014-143287,2014-11-17,Standard Class,ADD-00059
1513,CA-2014-128524,2014-11-13,First Class,ADD-00623
1512,CA-2014-128524,2014-11-13,First Class,ADD-00623
1511,US-2014-143287,2014-11-17,Standard Class,ADD-00059
1510,US-2014-143287,2014-11-17,Standard Class,ADD-00059
1509,CA-2014-105270,2014-11-18,Standard Class,ADD-00516
1508,CA-2014-165309,2014-11-15,Standard Class,ADD-00426
1507,US-2014-140914,2014-11-15,Standard Class,ADD-00349
1506,US-2014-140914,2014-11-15,Standard Class,ADD-00349
1505,CA-2014-165309,2014-11-15,Standard Class,ADD-00426
1504,CA-2014-165309,2014-11-15,Standard Class,ADD-00426
1503,CA-2014-163419,2014-11-14,Second Class,ADD-00461
1502,CA-2014-163419,2014-11-14,Second Class,ADD-00461
1501,CA-2014-163419,2014-11-14,Second Class,ADD-00461
1500,CA-2014-158372,2014-11-16,Standard Class,ADD-00542
1499,CA-2014-158372,2014-11-16,Standard Class,ADD-00542
1498,CA-2014-158372,2014-11-16,Standard Class,ADD-00542
1497,CA-2014-158372,2014-11-16,Standard Class,ADD-00542
1496,CA-2014-158372,2014-11-16,Standard Class,ADD-00542
1495,CA-2014-158372,2014-11-16,Standard Class,ADD-00542
1494,CA-2014-121006,2014-11-16,Standard Class,ADD-00275
1493,CA-2014-121006,2014-11-16,Standard Class,ADD-00275
1492,CA-2014-121006,2014-11-16,Standard Class,ADD-00275
1491,CA-2014-121006,2014-11-16,Standard Class,ADD-00275
1490,CA-2014-121006,2014-11-16,Standard Class,ADD-00275
1489,CA-2014-121006,2014-11-16,Standard Class,ADD-00275
1488,CA-2014-144666,2014-11-11,Second Class,ADD-00579
1487,CA-2014-144666,2014-11-11,Second Class,ADD-00579
1486,CA-2014-103219,2014-11-13,Standard Class,ADD-00056
1485,CA-2014-144666,2014-11-11,Second Class,ADD-00579
1484,CA-2014-144666,2014-11-11,Second Class,ADD-00579
1483,CA-2014-144666,2014-11-11,Second Class,ADD-00579
1482,CA-2014-144666,2014-11-11,Second Class,ADD-00579
1481,US-2014-126340,2014-11-14,Standard Class,ADD-00604
1480,CA-2014-123323,2014-11-12,Standard Class,ADD-00579
1479,CA-2014-120278,2014-11-12,Standard Class,ADD-00297
1478,CA-2014-159310,2014-11-12,Standard Class,ADD-00425
1477,CA-2014-123498,2014-11-09,First Class,ADD-00424
1476,CA-2014-159310,2014-11-12,Standard Class,ADD-00425
1475,CA-2014-123498,2014-11-09,First Class,ADD-00424
1474,CA-2014-159310,2014-11-12,Standard Class,ADD-00425
1473,US-2014-139640,2014-11-11,Second Class,ADD-00607
1472,CA-2014-120278,2014-11-12,Standard Class,ADD-00297
1471,CA-2014-120278,2014-11-12,Standard Class,ADD-00297
1470,US-2014-139640,2014-11-11,Second Class,ADD-00607
1469,CA-2014-146990,2014-11-08,First Class,ADD-00055
1468,CA-2014-146990,2014-11-08,First Class,ADD-00055
1467,CA-2014-120278,2014-11-12,Standard Class,ADD-00297
1466,CA-2014-120950,2014-11-11,Standard Class,ADD-00145
1465,CA-2014-114251,2014-11-10,Standard Class,ADD-00083
1464,CA-2014-114251,2014-11-10,Standard Class,ADD-00083
1463,CA-2014-114251,2014-11-10,Standard Class,ADD-00083
1462,CA-2014-109134,2014-11-10,Standard Class,ADD-00516
1461,CA-2014-114251,2014-11-10,Standard Class,ADD-00083
1460,CA-2014-133634,2014-11-10,Standard Class,ADD-00097
1459,US-2014-114377,2014-11-05,Same Day,ADD-00107
1458,CA-2014-114251,2014-11-10,Standard Class,ADD-00083
1457,CA-2014-125829,2014-11-11,Standard Class,ADD-00519
1456,CA-2014-164973,2014-11-09,Standard Class,ADD-00055
1455,CA-2014-164973,2014-11-09,Standard Class,ADD-00055
1454,CA-2014-125829,2014-11-11,Standard Class,ADD-00519
1453,CA-2014-164973,2014-11-09,Standard Class,ADD-00055
1452,CA-2014-164973,2014-11-09,Standard Class,ADD-00055
1451,CA-2014-164973,2014-11-09,Standard Class,ADD-00055
1450,CA-2014-149244,2014-11-08,Standard Class,ADD-00542
1449,CA-2014-125829,2014-11-11,Standard Class,ADD-00519
1448,CA-2014-125829,2014-11-11,Standard Class,ADD-00519
1447,CA-2014-125829,2014-11-11,Standard Class,ADD-00519
1446,CA-2014-132227,2014-11-10,Standard Class,ADD-00054
1445,CA-2014-121286,2014-11-08,Second Class,ADD-00113
1444,CA-2014-121286,2014-11-08,Second Class,ADD-00113
1443,US-2014-134187,2014-11-11,Standard Class,ADD-00528
1442,CA-2014-165764,2014-11-07,Standard Class,ADD-00126
1441,CA-2014-165764,2014-11-07,Standard Class,ADD-00126
1440,CA-2014-121573,2014-11-07,Standard Class,ADD-00053
1439,CA-2014-165764,2014-11-07,Standard Class,ADD-00126
1438,CA-2014-155593,2014-11-08,Standard Class,ADD-00034
1437,CA-2014-119529,2014-11-05,Second Class,ADD-00039
1436,CA-2014-121573,2014-11-07,Standard Class,ADD-00053
1435,CA-2014-146731,2014-11-08,Standard Class,ADD-00198
1434,CA-2014-146731,2014-11-08,Standard Class,ADD-00198
1433,CA-2014-121573,2014-11-07,Standard Class,ADD-00053
1432,CA-2014-165764,2014-11-07,Standard Class,ADD-00126
1431,CA-2014-137589,2014-11-08,Standard Class,ADD-00076
1430,CA-2014-153619,2014-11-03,Same Day,ADD-00520
1429,US-2014-124625,2014-11-07,Standard Class,ADD-00374
1428,CA-2014-129147,2014-11-06,Standard Class,ADD-00235
1427,CA-2014-107454,2014-11-06,Standard Class,ADD-00055
1426,CA-2014-134726,2014-11-07,Second Class,ADD-00623
1425,CA-2014-134726,2014-11-07,Second Class,ADD-00623
1424,CA-2014-115889,2014-11-06,Standard Class,ADD-00580
1423,CA-2014-129147,2014-11-06,Standard Class,ADD-00235
1422,CA-2014-148782,2014-11-07,Standard Class,ADD-00406
1421,CA-2014-115889,2014-11-06,Standard Class,ADD-00580
1420,CA-2014-129147,2014-11-06,Standard Class,ADD-00235
1419,CA-2014-107454,2014-11-06,Standard Class,ADD-00055
1418,CA-2014-120670,2014-11-06,Standard Class,ADD-00171
1417,CA-2014-134313,2014-11-07,Standard Class,ADD-00465
1416,US-2014-137155,2014-11-05,Standard Class,ADD-00062
1415,CA-2014-126907,2014-11-08,Standard Class,ADD-00347
1414,CA-2014-102673,2014-11-05,Standard Class,ADD-00123
1413,CA-2014-134313,2014-11-07,Standard Class,ADD-00465
1412,CA-2014-102673,2014-11-05,Standard Class,ADD-00123
1411,CA-2014-102673,2014-11-05,Standard Class,ADD-00123
1410,CA-2014-102673,2014-11-05,Standard Class,ADD-00123
1409,CA-2014-139423,2014-11-05,Standard Class,ADD-00039
1408,US-2014-137155,2014-11-05,Standard Class,ADD-00062
1407,CA-2014-168305,2014-11-08,Standard Class,ADD-00520
1406,CA-2014-152562,2014-11-08,Standard Class,ADD-00213
1405,CA-2014-168305,2014-11-08,Standard Class,ADD-00520
1404,CA-2014-148915,2014-11-05,Standard Class,ADD-00607
1403,CA-2014-148915,2014-11-05,Standard Class,ADD-00607
1402,CA-2014-114195,2014-11-03,First Class,ADD-00239
1401,CA-2014-152562,2014-11-08,Standard Class,ADD-00213
1400,CA-2014-114195,2014-11-03,First Class,ADD-00239
1399,CA-2014-114195,2014-11-03,First Class,ADD-00239
1398,US-2014-137155,2014-11-05,Standard Class,ADD-00062
1397,CA-2014-145387,2014-11-02,Second Class,ADD-00018
1396,CA-2014-145387,2014-11-02,Second Class,ADD-00018
1395,CA-2014-145387,2014-11-02,Second Class,ADD-00018
1394,CA-2014-145387,2014-11-02,Second Class,ADD-00018
1393,CA-2014-106439,2014-11-04,Standard Class,ADD-00520
1392,CA-2014-145387,2014-11-02,Second Class,ADD-00018
1391,CA-2014-106439,2014-11-04,Standard Class,ADD-00520
1390,US-2014-167262,2014-11-03,Second Class,ADD-00497
1389,CA-2014-145387,2014-11-02,Second Class,ADD-00018
1388,CA-2014-108609,2014-11-02,Second Class,ADD-00228
1387,CA-2014-145387,2014-11-02,Second Class,ADD-00018
1386,CA-2014-106439,2014-11-04,Standard Class,ADD-00520
1385,CA-2014-106439,2014-11-04,Standard Class,ADD-00520
1384,CA-2014-106439,2014-11-04,Standard Class,ADD-00520
1383,US-2014-120313,2014-11-02,Second Class,ADD-00579
1382,CA-2014-106439,2014-11-04,Standard Class,ADD-00520
1381,CA-2014-106439,2014-11-04,Standard Class,ADD-00520
1380,CA-2014-106439,2014-11-04,Standard Class,ADD-00520
1379,CA-2014-106439,2014-11-04,Standard Class,ADD-00520
1378,CA-2014-154627,2014-10-31,First Class,ADD-00347
1377,CA-2014-166590,2014-11-02,Standard Class,ADD-00253
1376,CA-2014-166590,2014-11-02,Standard Class,ADD-00253
1375,CA-2014-107769,2014-11-01,Standard Class,ADD-00372
1374,CA-2014-101931,2014-10-31,First Class,ADD-00520
1373,CA-2014-101931,2014-10-31,First Class,ADD-00520
1372,CA-2014-101931,2014-10-31,First Class,ADD-00520
1371,CA-2014-101931,2014-10-31,First Class,ADD-00520
1370,CA-2014-101931,2014-10-31,First Class,ADD-00520
1369,CA-2014-148285,2014-11-01,Standard Class,ADD-00124
1368,CA-2014-148285,2014-11-01,Standard Class,ADD-00124
1367,CA-2014-162278,2014-10-30,Second Class,ADD-00622
1366,CA-2014-162278,2014-10-30,Second Class,ADD-00622
1365,CA-2014-139542,2014-10-29,Standard Class,ADD-00080
1364,CA-2014-139542,2014-10-29,Standard Class,ADD-00080
1363,US-2014-158400,2014-10-28,First Class,ADD-00578
1362,CA-2014-113047,2014-10-24,Same Day,ADD-00134
1361,CA-2014-130729,2014-10-29,Standard Class,ADD-00532
1360,CA-2014-108707,2014-10-29,Standard Class,ADD-00171
1359,CA-2014-110072,2014-10-28,Standard Class,ADD-00220
1358,CA-2014-151967,2014-10-26,Standard Class,ADD-00380
1357,CA-2014-100916,2014-10-26,Standard Class,ADD-00106
1356,CA-2014-100916,2014-10-26,Standard Class,ADD-00106
1355,CA-2014-142587,2014-10-22,First Class,ADD-00238
1354,CA-2014-142587,2014-10-22,First Class,ADD-00238
1353,CA-2014-169852,2014-10-26,Standard Class,ADD-00540
1352,CA-2014-100916,2014-10-26,Standard Class,ADD-00106
1351,CA-2014-169684,2014-10-23,First Class,ADD-00202
1350,CA-2014-137092,2014-10-22,Second Class,ADD-00349
1349,CA-2014-146703,2014-10-25,Second Class,ADD-00266
1348,CA-2014-169684,2014-10-23,First Class,ADD-00202
1347,CA-2014-137092,2014-10-22,Second Class,ADD-00349
1346,CA-2014-137092,2014-10-22,Second Class,ADD-00349
1345,CA-2014-137092,2014-10-22,Second Class,ADD-00349
1344,CA-2014-137092,2014-10-22,Second Class,ADD-00349
1343,CA-2014-100867,2014-10-24,Standard Class,ADD-00527
1342,CA-2014-155264,2014-10-22,Second Class,ADD-00579
1341,CA-2014-155264,2014-10-22,Second Class,ADD-00579
1340,CA-2014-155264,2014-10-22,Second Class,ADD-00579
1339,CA-2014-117317,2014-10-19,Same Day,ADD-00517
1338,CA-2014-155264,2014-10-22,Second Class,ADD-00579
1337,CA-2014-155264,2014-10-22,Second Class,ADD-00579
1336,CA-2014-115084,2014-10-22,Standard Class,ADD-00383
1335,CA-2014-138450,2014-10-22,Standard Class,ADD-00081
1334,CA-2014-110408,2014-10-20,Second Class,ADD-00189
1333,CA-2014-110408,2014-10-20,Second Class,ADD-00189
1332,CA-2014-138450,2014-10-22,Standard Class,ADD-00081
1331,CA-2014-110408,2014-10-20,Second Class,ADD-00189
1330,CA-2014-143168,2014-10-23,Second Class,ADD-00621
1329,CA-2014-143168,2014-10-23,Second Class,ADD-00621
1328,CA-2014-138450,2014-10-22,Standard Class,ADD-00081
1327,CA-2014-103086,2014-10-19,Second Class,ADD-00426
1326,CA-2014-124394,2014-10-22,Second Class,ADD-00438
1325,CA-2014-124394,2014-10-22,Second Class,ADD-00438
1324,US-2014-109456,2014-10-17,Same Day,ADD-00579
1323,US-2014-109456,2014-10-17,Same Day,ADD-00579
1322,US-2014-122021,2014-10-17,First Class,ADD-00232
1321,US-2014-122021,2014-10-17,First Class,ADD-00232
1320,CA-2014-143182,2014-10-20,Standard Class,ADD-00158
1319,US-2014-151015,2014-10-20,Standard Class,ADD-00349
1318,US-2014-146353,2014-10-16,Second Class,ADD-00020
1317,CA-2014-163748,2014-10-18,Standard Class,ADD-00418
1316,US-2014-151015,2014-10-20,Standard Class,ADD-00349
1315,CA-2014-151330,2014-10-17,First Class,ADD-00011
1314,US-2014-151015,2014-10-20,Standard Class,ADD-00349
1313,CA-2014-163748,2014-10-18,Standard Class,ADD-00418
1312,US-2014-146353,2014-10-16,Second Class,ADD-00020
1311,CA-2014-151330,2014-10-17,First Class,ADD-00011
1310,CA-2014-151330,2014-10-17,First Class,ADD-00011
1309,CA-2014-132010,2014-10-15,First Class,ADD-00102
1308,CA-2014-151995,2014-10-15,First Class,ADD-00616
1307,CA-2014-151995,2014-10-15,First Class,ADD-00616
1306,CA-2014-151995,2014-10-15,First Class,ADD-00616
1305,CA-2014-132010,2014-10-15,First Class,ADD-00102
1304,CA-2014-151995,2014-10-15,First Class,ADD-00616
1303,CA-2014-132010,2014-10-15,First Class,ADD-00102
1302,CA-2014-132010,2014-10-15,First Class,ADD-00102
1301,CA-2014-164742,2014-10-18,Second Class,ADD-00050
1300,CA-2014-123316,2014-10-17,Standard Class,ADD-00057
1299,CA-2014-164742,2014-10-18,Second Class,ADD-00050
1298,US-2014-154655,2014-10-17,Standard Class,ADD-00348
1297,CA-2014-139451,2014-10-16,Standard Class,ADD-00580
1296,CA-2014-139451,2014-10-16,Standard Class,ADD-00580
1295,CA-2014-128538,2014-10-15,Standard Class,ADD-00521
1294,CA-2014-157924,2014-10-13,First Class,ADD-00529
1293,CA-2014-116834,2014-10-16,Standard Class,ADD-00623
1292,US-2014-126571,2014-10-15,Standard Class,ADD-00080
1291,CA-2014-157924,2014-10-13,First Class,ADD-00529
1290,CA-2014-114314,2014-10-15,Standard Class,ADD-00388
1289,US-2014-126571,2014-10-15,Standard Class,ADD-00080
1288,CA-2014-116834,2014-10-16,Standard Class,ADD-00623
1287,CA-2014-114314,2014-10-15,Standard Class,ADD-00388
1286,US-2014-105137,2014-10-10,Same Day,ADD-00223
1285,US-2014-134054,2014-10-10,Same Day,ADD-00503
1284,CA-2014-103492,2014-10-15,Standard Class,ADD-00428
1283,US-2014-105137,2014-10-10,Same Day,ADD-00223
1282,CA-2014-103492,2014-10-15,Standard Class,ADD-00428
1281,CA-2014-140403,2014-10-10,Same Day,ADD-00595
1280,CA-2014-140403,2014-10-10,Same Day,ADD-00595
1279,CA-2014-103492,2014-10-15,Standard Class,ADD-00428
1278,CA-2014-103492,2014-10-15,Standard Class,ADD-00428
1277,CA-2014-150329,2014-10-14,Standard Class,ADD-00490
1276,CA-2014-138240,2014-10-14,Standard Class,ADD-00580
1275,CA-2014-138240,2014-10-14,Standard Class,ADD-00580
1274,CA-2014-137911,2014-10-15,Standard Class,ADD-00126
1273,CA-2014-119977,2014-10-13,Second Class,ADD-00054
1272,CA-2014-142951,2014-10-08,Same Day,ADD-00123
1271,CA-2014-117429,2014-10-13,Standard Class,ADD-00082
1270,CA-2014-132801,2014-10-12,Standard Class,ADD-00411
1269,CA-2014-109680,2014-10-09,First Class,ADD-00245
1268,CA-2014-134677,2014-10-10,Standard Class,ADD-00540
1267,CA-2014-132542,2014-10-08,Second Class,ADD-00374
1266,CA-2014-110611,2014-10-13,Standard Class,ADD-00080
1265,CA-2014-152422,2014-10-10,Second Class,ADD-00223
1264,CA-2014-152233,2014-10-06,First Class,ADD-00534
1263,CA-2014-166891,2014-10-06,First Class,ADD-00055
1262,CA-2014-102085,2014-10-09,Standard Class,ADD-00623
1261,CA-2014-153479,2014-10-08,Standard Class,ADD-00588
1260,CA-2014-153479,2014-10-08,Standard Class,ADD-00588
1259,CA-2014-120775,2014-10-07,Standard Class,ADD-00411
1258,CA-2014-153976,2014-10-08,Second Class,ADD-00337
1257,CA-2014-120775,2014-10-07,Standard Class,ADD-00411
1256,CA-2014-120775,2014-10-07,Standard Class,ADD-00411
1255,CA-2014-108903,2014-10-03,Same Day,ADD-00223
1254,CA-2014-157882,2014-10-08,Second Class,ADD-00518
1253,CA-2014-120775,2014-10-07,Standard Class,ADD-00411
1252,US-2014-155817,2014-10-09,Standard Class,ADD-00117
1251,CA-2014-108903,2014-10-03,Same Day,ADD-00223
1250,CA-2014-157882,2014-10-08,Second Class,ADD-00518
1249,US-2014-155817,2014-10-09,Standard Class,ADD-00117
1248,CA-2014-108903,2014-10-03,Same Day,ADD-00223
1247,CA-2014-120775,2014-10-07,Standard Class,ADD-00411
1246,CA-2014-108189,2014-10-05,First Class,ADD-00495
1245,CA-2014-108189,2014-10-05,First Class,ADD-00495
1244,CA-2014-108189,2014-10-05,First Class,ADD-00495
1243,CA-2014-108189,2014-10-05,First Class,ADD-00495
1242,CA-2014-108189,2014-10-05,First Class,ADD-00495
1241,CA-2014-108189,2014-10-05,First Class,ADD-00495
1240,CA-2014-108189,2014-10-05,First Class,ADD-00495
1239,US-2014-132745,2014-10-05,Standard Class,ADD-00514
1238,CA-2014-102008,2014-10-04,Standard Class,ADD-00054
1237,US-2014-167633,2014-10-05,Standard Class,ADD-00176
1236,CA-2014-137351,2014-10-04,Standard Class,ADD-00622
1235,CA-2014-141649,2014-09-30,Same Day,ADD-00238
1234,CA-2014-159478,2014-10-06,Standard Class,ADD-00056
1233,CA-2014-140886,2014-10-04,Standard Class,ADD-00192
1232,CA-2014-122931,2014-10-03,Standard Class,ADD-00081
1231,CA-2014-111962,2014-10-04,Standard Class,ADD-00623
1230,CA-2014-122931,2014-10-03,Standard Class,ADD-00081
1229,CA-2014-111962,2014-10-04,Standard Class,ADD-00623
1228,CA-2014-146969,2014-10-03,Standard Class,ADD-00519
1227,CA-2014-146969,2014-10-03,Standard Class,ADD-00519
1226,CA-2014-122931,2014-10-03,Standard Class,ADD-00081
1225,CA-2014-122931,2014-10-03,Standard Class,ADD-00081
1224,CA-2014-124856,2014-10-03,Second Class,ADD-00054
1223,CA-2014-122931,2014-10-03,Standard Class,ADD-00081
1222,CA-2014-124856,2014-10-03,Second Class,ADD-00054
1221,CA-2014-124856,2014-10-03,Second Class,ADD-00054
1220,CA-2014-122931,2014-10-03,Standard Class,ADD-00081
1219,CA-2014-124856,2014-10-03,Second Class,ADD-00054
1218,CA-2014-146969,2014-10-03,Standard Class,ADD-00519
1217,CA-2014-126683,2014-10-01,Second Class,ADD-00623
1216,CA-2014-146969,2014-10-03,Standard Class,ADD-00519
1215,CA-2014-126683,2014-10-01,Second Class,ADD-00623
1214,CA-2014-146969,2014-10-03,Standard Class,ADD-00519
1213,CA-2014-114335,2014-10-03,Standard Class,ADD-00159
1212,CA-2014-125136,2014-10-03,Standard Class,ADD-00124
1211,CA-2014-125136,2014-10-03,Standard Class,ADD-00124
1210,CA-2014-107153,2014-10-03,Standard Class,ADD-00005
1209,CA-2014-120887,2014-10-03,Standard Class,ADD-00045
1208,US-2014-133130,2014-10-01,Standard Class,ADD-00542
1207,US-2014-133130,2014-10-01,Standard Class,ADD-00542
1206,CA-2014-144974,2014-09-30,Standard Class,ADD-00082
1205,CA-2014-115133,2014-09-30,Standard Class,ADD-00222
1204,CA-2014-164385,2014-10-01,Second Class,ADD-00081
1203,US-2014-152723,2014-09-26,Same Day,ADD-00410
1202,CA-2014-132451,2014-09-27,First Class,ADD-00544
1201,CA-2014-132451,2014-09-27,First Class,ADD-00544
1200,US-2014-151925,2014-10-01,Second Class,ADD-00520
1199,CA-2014-115049,2014-10-01,Standard Class,ADD-00348
1198,CA-2014-144974,2014-09-30,Standard Class,ADD-00082
1197,CA-2014-115133,2014-09-30,Standard Class,ADD-00222
1196,CA-2014-115133,2014-09-30,Standard Class,ADD-00222
1195,CA-2014-144974,2014-09-30,Standard Class,ADD-00082
1194,CA-2014-127586,2014-09-30,Standard Class,ADD-00623
1193,CA-2014-141355,2014-09-30,Standard Class,ADD-00458
1192,US-2014-112914,2014-09-30,Standard Class,ADD-00424
1191,US-2014-112914,2014-09-30,Standard Class,ADD-00424
1190,US-2014-112914,2014-09-30,Standard Class,ADD-00424
